restaurant_title,restaurant_address,restaurant_page,restaurant_note,restaurant_types,meal_type,sub_category,district
大連風味館,臺北市大安區復興南路二段175之1號,https://ifoodie.tw/restaurant/57cdb5312756dd05d885aa91-%E5%A4%A7%E9%80%A3%E9%A2%A8%E5%91%B3%E9%A4%A8,https://ifoodie.tw/blog/6816163277a4643ab0a2a253/link,找相似餐廳;火鍋;午餐;晚餐,0,台式,大安區
玉里橋頭臭豆腐台北店,臺北市中山區北安路837號,https://ifoodie.tw/restaurant/676c0696927f809cc918161e-%E7%8E%89%E9%87%8C%E6%A9%8B%E9%A0%AD%E8%87%AD%E8%B1%86%E8%85%90-%E5%8F%B0%E5%8C%97%E5%BA%97,https://ifoodie.tw/blog/68161731a344e13e38b4ba15/link,找相似餐廳;小吃;新開幕;午餐,0,台式,中山區
潘鵝肉專賣店,臺北市文山區木新路二段283號,https://ifoodie.tw/restaurant/5b103bd52756dd5361ca1658-%E6%BD%98%E9%B5%9D%E8%82%89%E5%B0%88%E8%B3%A3%E5%BA%97,https://ifoodie.tw/blog/681615b9a343033a86b603b2/link,找相似餐廳;小吃;午餐,0,台式,文山區
富宏牛肉麵,臺北市萬華區洛陽街69號,https://ifoodie.tw/restaurant/559d12ffc03a103ee86c3aa4-%E5%AF%8C%E5%AE%8F%E7%89%9B%E8%82%89%E9%BA%B5,https://ifoodie.tw/blog/6815816ceb74c424039b821d/link,找相似餐廳;小吃;牛肉麵;宵夜;午餐,0,台式,萬華區
有旬日式食事所,臺北市松山區長春路490號,https://ifoodie.tw/restaurant/681617ea927f806cc13cbd1c-%E6%9C%89%E6%97%AC%E6%97%A5%E5%BC%8F%E9%A3%9F%E4%BA%8B%E6%89%80,https://ifoodie.tw/blog/6815de58a21232dcd1ebe91c/link,日本料理;新開幕;午餐;晚餐,0,日式,松山區
青菜園,臺北市北投區竹子湖路55之11號,https://ifoodie.tw/restaurant/559d79d6c03a103ee86c7d65-%E9%9D%92%E8%8F%9C%E5%9C%92,https://ifoodie.tw/blog/6815c1d064a85a3baca6dad6/link,找相似餐廳;寵物友善;合菜;午餐,0,其他,北投區
粵香園,臺北市大安區敦化南路一段190巷47號,https://ifoodie.tw/restaurant/55a53195c03a10241de65071-%E7%B2%B5%E9%A6%99%E5%9C%92,https://ifoodie.tw/blog/6815524bc405bab09e3a71f2/link,找相似餐廳;中式料理;港式料理;合菜,0,中式,大安區
賢夫美食,臺北市中正區羅斯福路四段92號79攤,https://ifoodie.tw/restaurant/5e46ad142756dd434ce25fe7-%E8%B3%A2%E5%A4%AB%E7%BE%8E%E9%A3%9F,https://ifoodie.tw/blog/6816172ea344e13e38b4ba14/link,找相似餐廳;港式料理;甜點;合菜;小吃,0,台式,中正區
禾甲蒸豆腐食堂「原-呷臭彈現蒸臭豆腐」,臺北市中正區中華路二段311巷15號,https://ifoodie.tw/restaurant/559d88d8c03a103ee86c854e-%E7%A6%BE%E7%94%B2%E8%92%B8%E8%B1%86%E8%85%90%E9%A3%9F%E5%A0%82-%E5%8E%9F-%E5%91%B7%E8%87%AD%E5%BD%88%E7%8F%BE%E8%92%B8%E8%87%AD%E8%B1%86%E8%85%90-,https://ifoodie.tw/blog/68155256c405bab09e3a71f6/link,找相似餐廳;小吃;合菜;素食;晚餐,0,台式,中正區
洋介小料理,臺北市松山區長春路498號,https://ifoodie.tw/restaurant/681617e6927f806cc13cbd10-%E6%B4%8B%E4%BB%8B-%E5%B0%8F%E6%96%99%E7%90%86,https://ifoodie.tw/blog/681551940427abad0e9d1e16/link,宵夜;晚餐,0,其他,松山區
BarPine松,臺北市大安區文昌街138號,https://ifoodie.tw/restaurant/6401f62201ba3355f272d4bf-Bar-Pine%E6%9D%BE,https://ifoodie.tw/blog/68161ba5927f8017b49e8cb3/link,找相似餐廳;酒吧;約會餐廳,0,其他,大安區
麥飯糰,臺北市北投區泉源路11號,https://ifoodie.tw/restaurant/6815962e927f80bf26500402-%E9%BA%A5%E9%A3%AF%E7%B3%B0,https://ifoodie.tw/blog/68159616927f80bf265003eb/link,小吃;午餐,0,台式,北投區
本能寺直火燒肉,臺北市信義區松壽路12號5樓,https://ifoodie.tw/restaurant/68160f5feb74c46483768bb9-%E6%9C%AC%E8%83%BD%E5%AF%BA-%E7%9B%B4%E7%81%AB%E7%87%92%E8%82%89,https://ifoodie.tw/blog/68160f407be9c385433b3107/link,燒肉;午餐;晚餐,0,其他,信義區
彰化肉圓,臺北市大安區安東街35巷4之1號,https://ifoodie.tw/restaurant/559d9ad1c03a103ee86c8f92-%E5%BD%B0%E5%8C%96%E8%82%89%E5%9C%93,https://ifoodie.tw/blog/681581b4eb74c424039b8255/link,找相似餐廳;小吃;牛肉麵,0,台式,大安區
八八燒肉遠百A13,臺北市信義區松仁路58號遠百A13附KTV包廂可提前訂位14樓,https://ifoodie.tw/restaurant/681617ed927f806cc13cbd2e-%E5%85%AB%E5%85%AB%E7%87%92%E8%82%89-%E9%81%A0%E7%99%BEA-,https://ifoodie.tw/blog/681616729ed6893ac5e8f2f2/link,燒肉;約會餐廳;午餐;晚餐,0,其他,信義區
韓庭州,臺北市大安區溫州街87號,https://ifoodie.tw/restaurant/559d2b40c03a103ee86c4950-%E9%9F%93%E5%BA%AD%E5%B7%9E,https://ifoodie.tw/blog/681a05cf7be9c38aa5160e22/link,找相似餐廳;午餐;晚餐;韓式料理,0,韓式,大安區
豚人拉麵台北漢口店,臺北市中正區漢口街一段106號,https://ifoodie.tw/restaurant/665c71c6927f80cee81d753c-%E8%B1%9A%E4%BA%BA%E6%8B%89%E9%BA%B5-%E5%8F%B0%E5%8C%97%E6%BC%A2%E5%8F%A3%E5%BA%97,https://ifoodie.tw/blog/681865cffd24ca8e430955d9/link,找相似餐廳;拉麵;日本料理;午餐;晚餐,0,日式,中正區
新娘子小吃店（三民店）,臺北市松山區三民路102巷2號,https://ifoodie.tw/restaurant/6814c674927f806cc13cba85-%E6%96%B0%E5%A8%98%E5%AD%90%E5%B0%8F%E5%90%83%E5%BA%97-%E4%B8%89%E6%B0%91%E5%BA%97-,https://ifoodie.tw/blog/6813ff5e24cc5f8f210adb98/link,小吃;午餐;晚餐,0,台式,松山區
萬家手工水餃,臺北市大同區蘭州街126號,https://ifoodie.tw/restaurant/5f2e3dcfd6895d7848a87a5a-%E8%90%AC%E5%AE%B6%E6%89%8B%E5%B7%A5%E6%B0%B4%E9%A4%83,https://ifoodie.tw/blog/6813ffd6e852858f4abf7dff/link,找相似餐廳;小吃;午餐;晚餐,0,台式,大同區
富士豬排とんかつ富士,臺北市松山區健康路50號1樓,https://ifoodie.tw/restaurant/6238c3ea7cc7fc1c4817b409-%E5%AF%8C%E5%A3%AB%E8%B1%AC%E6%8E%92-%E5%AF%8C%E5%A3%AB,https://ifoodie.tw/blog/6814c4399e5d92d89177af9c/link,找相似餐廳;日本料理;午餐;晚餐,0,日式,松山區
鬍鬚張魯肉飯(美食文化館),臺北市大同區寧夏路54號,https://ifoodie.tw/restaurant/581787a72756dd73d2966f0a-%E9%AC%8D%E9%AC%9A%E5%BC%B5%E9%AD%AF%E8%82%89%E9%A3%AF-%E7%BE%8E%E9%A3%9F%E6%96%87%E5%8C%96%E9%A4%A8-,https://ifoodie.tw/blog/6814705adaf1ce782d3fe19d/link,找相似餐廳;小吃;宵夜;午餐;晚餐,0,台式,大同區
火之舞蓁品燒和牛燒肉放題,臺北市大安區忠孝東路四段216巷19弄7號,https://ifoodie.tw/restaurant/559d1975c03a103ee86c3e44-%E7%81%AB%E4%B9%8B%E8%88%9E%E8%93%81%E5%93%81%E7%87%92-%E5%92%8C%E7%89%9B%E7%87%92%E8%82%89%E6%94%BE%E9%A1%8C,https://ifoodie.tw/blog/6814c59d7987a6dc54fa22f5/link,找相似餐廳;燒肉;精緻高級;約會餐廳,0,其他,大安區
禾記茶餐廳大安店,臺北市大安區光復南路280巷25號,https://ifoodie.tw/restaurant/6814b820927f80a15d22af42-%E7%A6%BE%E8%A8%98%E8%8C%B6%E9%A4%90%E5%BB%B3%E5%A4%A7%E5%AE%89%E5%BA%97,https://ifoodie.tw/blog/6814b7ddeb74c44ced6f7c42/link,港式料理;午餐;晚餐,0,其他,大安區
千層吧,臺北市松山區民生東路五段138巷17號,https://ifoodie.tw/restaurant/681428ef7be9c3e80cc34678-%E5%8D%83%E5%B1%A4%E5%90%A7,https://ifoodie.tw/blog/681428b27be9c3e80dcf7677/link,義式料理;午餐;晚餐,0,義式,松山區
月之意大利餐廳,臺北市大安區敦化南路二段265巷3號,https://ifoodie.tw/restaurant/559d5118c03a103ee86c6256-%E6%9C%88%E4%B9%8B%E6%84%8F%E5%A4%A7%E5%88%A9%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/68143687eb74c44cecbb8dd8/link,找相似餐廳;義式料理;約會餐廳;午餐,0,義式,大安區
小螺波信義店-台灣螺螄粉第一品牌,臺北市信義區永吉路30巷157弄2號,https://ifoodie.tw/restaurant/6783d4c57be9c363ca62d6c9-%E5%B0%8F%E8%9E%BA%E6%B3%A2-%E4%BF%A1%E7%BE%A9%E5%BA%97-%E5%8F%B0%E7%81%A3%E8%9E%BA%E8%9E%84%E7%B2%89%E7%AC%AC%E4%B8%80%E5%93%81%E7%89%8C,https://ifoodie.tw/blog/681470d5b1aae0b4615cdfb5/link,找相似餐廳;小吃;新開幕;午餐;晚餐,0,台式,信義區
FRASSI,臺北市中山區樂群三路299號1樓,https://ifoodie.tw/restaurant/657b02f6927f8048a721ad18-FRASSI,https://ifoodie.tw/blog/68140037de5f468f8108ca2b/link,找相似餐廳;義式料理;晚餐,0,義式,中山區
JB'sDiner,臺北市士林區天玉街38巷16弄2號,https://ifoodie.tw/restaurant/559de02fc03a103ee86cb8c4-JB-s-Diner,https://ifoodie.tw/blog/681400a7e518c692dc2774cf/link,找相似餐廳;美式料理;親子餐廳;約會餐廳,0,美式,士林區
韓天閣,臺北市中正區羅斯福路四段78巷1弄15號1樓,https://ifoodie.tw/restaurant/55a5e717c03a102ec141562f-%E9%9F%93%E5%A4%A9%E9%96%A3,https://ifoodie.tw/blog/6814c5957987a6dc54fa22f2/link,找相似餐廳;冰品飲料;午餐;晚餐,0,其他,中正區
亞企味屋AJIYA民權店(味屋私廚),臺北市內湖區民權東路六段15巷16號2樓,https://ifoodie.tw/restaurant/640ed8bffaabb450984ca183-%E4%BA%9E%E4%BC%81%E5%91%B3%E5%B1%8B-AJIYA-%E6%B0%91%E6%AC%8A%E5%BA%97-%E5%91%B3%E5%B1%8B%E7%A7%81%E5%BB%9A-,https://ifoodie.tw/blog/681491e27be9c3e80cc3a94c/link,找相似餐廳;日本料理;火鍋;精緻高級,0,台式,內湖區
小巷子清燉牛肉麵台北四平店,臺北市中山區四平街40號,https://ifoodie.tw/restaurant/651db9d6c90599d7a3aa7ff6-%E5%B0%8F%E5%B7%B7%E5%AD%90%E6%B8%85%E7%87%89%E7%89%9B%E8%82%89%E9%BA%B5%E5%8F%B0%E5%8C%97%E5%9B%9B%E5%B9%B3%E5%BA%97,https://ifoodie.tw/blog/68131ec9ec50133a67026872/link,找相似餐廳;小吃;牛肉麵;午餐;晚餐,0,台式,中山區
張吳記麵餅舖,臺北市中正區杭州南路二段44之1號,https://ifoodie.tw/restaurant/5a1c54e72756dd68a4f0560c-%E5%BC%B5%E5%90%B3%E8%A8%98%E9%BA%B5%E9%A4%85%E8%88%96,https://ifoodie.tw/blog/68134fea7be9c3a83f6bba9a/link,找相似餐廳;中式料理;合菜;小吃,0,中式,中正區
隨意小吃,臺北市大安區敦化南路一段187巷53號,https://ifoodie.tw/restaurant/559d3a14c03a103ee86c539a-%E9%9A%A8%E6%84%8F%E5%B0%8F%E5%90%83,https://ifoodie.tw/blog/681391327be9c3b4768ca8bb/link,找相似餐廳;小吃;中式料理;合菜;午餐,0,中式,大安區
GG季吉韓國美食餐飲房,臺北市松山區敦化北路145巷9號,https://ifoodie.tw/restaurant/5ece77532756dd0432b0a5c5-GG-%E5%AD%A3%E5%90%89%E9%9F%93%E5%9C%8B%E7%BE%8E%E9%A3%9F%E9%A4%90%E9%A3%B2%E6%88%BF,https://ifoodie.tw/blog/681372b832748abdd6a39429/link,找相似餐廳;午餐;晚餐;韓式料理,0,韓式,松山區
阿財蔬菜羊肉爐,臺北市中山區長安東路一段58號,https://ifoodie.tw/restaurant/559d80ecc03a103ee86c814a-%E9%98%BF%E8%B2%A1%E8%94%AC%E8%8F%9C%E7%BE%8A%E8%82%89%E7%88%90,https://ifoodie.tw/blog/68131ec9ec50133a67026871/link,找相似餐廳;小吃;火鍋;宵夜;晚餐,0,台式,中山區
山林涼麵,臺北市北投區大同街139號,https://ifoodie.tw/restaurant/62e7d4a27cc7fc3d3eba4e08-%E5%B1%B1%E6%9E%97%E6%B6%BC%E9%BA%B5,https://ifoodie.tw/blog/6812af32316f6ac936ec85f0/link,找相似餐廳;午餐;晚餐;麵食,0,其他,北投區
佳佳小吃店,臺北市中山區林森北路67巷121號,https://ifoodie.tw/restaurant/559d9e35c03a103ee86c9122-%E4%BD%B3%E4%BD%B3%E5%B0%8F%E5%90%83%E5%BA%97,https://ifoodie.tw/blog/68131ec9ec50133a67026878/link,找相似餐廳;小吃;中式料理;合菜;午餐,0,中式,中山區
香港九記海鮮,臺北市中山區長春路104號,https://ifoodie.tw/restaurant/55a67d97c03a104df53ca656-%E9%A6%99%E6%B8%AF%E4%B9%9D%E8%A8%98%E6%B5%B7%E9%AE%AE,https://ifoodie.tw/blog/68131ec9ec50133a67026874/link,找相似餐廳;港式料理;合菜;午餐;晚餐,0,其他,中山區
富霸王豬腳,臺北市中山區南京東路二段115巷20號,https://ifoodie.tw/restaurant/559d6e16c03a103ee86c756b-%E5%AF%8C%E9%9C%B8%E7%8E%8B%E8%B1%AC%E8%85%B3,https://ifoodie.tw/blog/68131ec9ec50133a67026879/link,找相似餐廳;小吃;午餐;餐盒,0,台式,中山區
包果Baoguo松江店,臺北市中山區松江路57號1樓,https://ifoodie.tw/restaurant/60087adad6895d1e3f2dd72d-%E5%8C%85%E6%9E%9CBaoguo-%E6%9D%BE%E6%B1%9F%E5%BA%97,https://ifoodie.tw/blog/68131ec9ec50133a67026876/link,找相似餐廳;燒肉;早午餐;午餐;下午茶,0,其他,中山區
寒舍艾美探索廚房,臺北市信義區松仁路38號,https://ifoodie.tw/restaurant/559d6a37c03a103ee86c72d3-%E5%AF%92%E8%88%8D%E8%89%BE%E7%BE%8E-%E6%8E%A2%E7%B4%A2%E5%BB%9A%E6%88%BF,https://ifoodie.tw/blog/68131ea3764a63230a57bd6a/link,找相似餐廳;合菜;早餐;午餐;晚餐,0,其他,信義區
元味料理,臺北市大同區華陰街227巷2號,https://ifoodie.tw/restaurant/5dc428812756dd3a501efa88-%E5%85%83%E5%91%B3%E6%96%99%E7%90%86,https://ifoodie.tw/blog/681373301e479dbe1209db30/link,找相似餐廳;小吃;中式料理;合菜;午餐,0,中式,大同區
京東燒肉專門店忠孝店,臺北市大安區忠孝東路四段216巷8弄10號,https://ifoodie.tw/restaurant/5b0069592756dd43a52f15cb-%E4%BA%AC%E6%9D%B1%E7%87%92%E8%82%89%E5%B0%88%E9%96%80%E5%BA%97-%E5%BF%A0%E5%AD%9D%E5%BA%97,https://ifoodie.tw/blog/68131f38258c4275a48db6bb/link,找相似餐廳;燒肉;日本料理;精緻高級,0,日式,大安區
柚子花花青春客家菜心中山店,臺北市中山區中山北路二段48巷7號B1,https://ifoodie.tw/restaurant/5df66429d6895d086e88f65d-%E6%9F%9A%E5%AD%90%E8%8A%B1%E8%8A%B1%E9%9D%92%E6%98%A5%E5%AE%A2%E5%AE%B6%E8%8F%9C-%E5%BF%83%E4%B8%AD%E5%B1%B1%E5%BA%97,https://ifoodie.tw/blog/68131f59258c4275a48db6bf/link,找相似餐廳;中式料理;約會餐廳;甜點,0,中式,中山區
Wayne'sBoston波士頓美式龍蝦牛排餐廳,臺北市中山區新生北路一段88號,https://ifoodie.tw/restaurant/55a5bf95c03a10241de67fb8-Wayne-s-Boston-%E6%B3%A2%E5%A3%AB%E9%A0%93%E7%BE%8E%E5%BC%8F,https://ifoodie.tw/blog/68133be2c4e3af5cb1504b19/link,找相似餐廳;牛排;酒吧;精緻高級,0,美式,中山區
陳記豬血糕,臺北市中正區中華路二段315巷5弄,https://ifoodie.tw/restaurant/63cb4e5fb4478b0bea8ae179-%E9%99%B3%E8%A8%98%E8%B1%AC%E8%A1%80%E7%B3%95,https://ifoodie.tw/blog/68138da1eb74c469611f0842/link,找相似餐廳;小吃;晚餐,0,台式,中正區
燒鳥串道吉林店,臺北市中山區吉林路167號,https://ifoodie.tw/restaurant/57d058202756dd05d485aad7-%E7%87%92%E9%B3%A5%E4%B8%B2%E9%81%93-%E5%90%89%E6%9E%97%E5%BA%97,https://ifoodie.tw/blog/6812f523927f80d7e5486335/link,找相似餐廳;居酒屋;日本料理;小吃,0,台式,中山區
Oregano奧瑞岡義式餐廳,臺北市大安區四維路96號,https://ifoodie.tw/restaurant/559dc6f6c03a103ee86ca93d-Oregano%E5%A5%A7%E7%91%9E%E5%B2%A1%E7%BE%A9%E5%BC%8F%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/6811cd9a1a8639bc6ee87252/link,找相似餐廳;義式料理;約會餐廳;午餐,0,義式,大安區
三隻猴子美食廚房,臺北市信義區松山路449號,https://ifoodie.tw/restaurant/670e6c1a927f80f3847b6b20-%E4%B8%89%E9%9A%BB%E7%8C%B4%E5%AD%90%E7%BE%8E%E9%A3%9F%E5%BB%9A%E6%88%BF,https://ifoodie.tw/blog/681221b478afc3f1a03fe236/link,找相似餐廳;義式料理;午餐;晚餐,0,義式,信義區
真川味,臺北市萬華區康定路25巷42之1號,https://ifoodie.tw/restaurant/559da489c03a103ee86c93ed-%E7%9C%9F%E5%B7%9D%E5%91%B3,https://ifoodie.tw/blog/6811cdd3420b1dd338bab92f/link,找相似餐廳;中式料理;合菜;午餐;晚餐,0,中式,萬華區
蔣記家薌麵,臺北市大安區四維路208巷18號之1,https://ifoodie.tw/restaurant/55a68092c03a104df53ca724-%E8%94%A3%E8%A8%98%E5%AE%B6%E8%96%8C%E9%BA%B5,https://ifoodie.tw/blog/68115dca2dbe701a022f11d3/link,找相似餐廳;小吃;牛肉麵;午餐;晚餐,0,台式,大安區
又一間商行Spaghetti,臺北市松山區興安街192號,https://ifoodie.tw/restaurant/6266a1d07cc7fc706855ad74-%E5%8F%88%E4%B8%80%E9%96%93%E5%95%86%E8%A1%8C-Spaghetti,https://ifoodie.tw/blog/6811788ccb8917413a21ab42/link,找相似餐廳;義式料理;午餐,0,義式,松山區
米香台菜餐廳,臺北市中山區樂群二路55號,https://ifoodie.tw/restaurant/58d7e6e7699b6e40d1c66f0a-%E7%B1%B3%E9%A6%99%E5%8F%B0%E8%8F%9C%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/681221b478afc3f1a03fe235/link,找相似餐廳;中式料理;合菜;午餐;晚餐,0,中式,中山區
台北市立天母棒球場,臺北市士林區忠誠路二段77號,https://ifoodie.tw/restaurant/68122387927f806cc02bd75b-%E5%8F%B0%E5%8C%97%E5%B8%82%E7%AB%8B%E5%A4%A9%E6%AF%8D%E6%A3%92%E7%90%83%E5%A0%B4,https://ifoodie.tw/blog/6812213ade7f6bf15cf79d3b/link,燒肉;午餐;晚餐,0,其他,士林區
話一隻雞,臺北市中正區南陽街21之5號1樓,https://ifoodie.tw/restaurant/5dcc1bbf8c906d1b8765f09a-%E8%A9%B1%E4%B8%80%E9%9A%BB%E9%9B%9E,https://ifoodie.tw/blog/6811df39eb74c49b9763c2a1/link,找相似餐廳;咖哩;小吃;午餐;晚餐,0,台式,中正區
明水然·樂無菜單鐵板燒台北西門町店,臺北市萬華區中華路一段88號,https://ifoodie.tw/restaurant/67a6088a927f802615060e63-%E6%98%8E%E6%B0%B4%E7%84%B6-%E6%A8%82-%E7%84%A1%E8%8F%9C%E5%96%AE%E9%90%B5%E6%9D%BF%E7%87%92-%E5%8F%B0%E5%8C%97%E8%A5%BF%E9%96%80%E7%94%BA%E5%BA%97,https://ifoodie.tw/blog/68119d1c927f80283979d758/link,找相似餐廳;精緻高級;約會餐廳;午餐,0,其他,萬華區
犇鱻涮涮鍋松江店,臺北市中山區松江路95之1號2F,https://ifoodie.tw/restaurant/55a5fe69c03a102ec1415d60-%E7%8A%87%E9%B1%BB%E6%B6%AE%E6%B6%AE%E9%8D%8B-%E6%9D%BE%E6%B1%9F%E5%BA%97,https://ifoodie.tw/blog/681221b478afc3f1a03fe237/link,找相似餐廳;火鍋;午餐;晚餐;下午茶,0,台式,中山區
胖肚肚燒肉吃到飽,臺北市松山區八德路四段108號2樓,https://ifoodie.tw/restaurant/5b3280d02756dd1d8719d8d9-%E8%83%96%E8%82%9A%E8%82%9A%E7%87%92%E8%82%89%E5%90%83%E5%88%B0%E9%A3%BD,https://ifoodie.tw/blog/6811cdc6420b1dd338bab92d/link,找相似餐廳;燒肉;宵夜;午餐;晚餐,0,其他,松山區
潮粵坊港潮餐廳,臺北市中山區樂群二路55號1樓,https://ifoodie.tw/restaurant/68022284eb74c47c2f793617-%E6%BD%AE%E7%B2%B5%E5%9D%8A%E6%B8%AF%E6%BD%AE%E9%A4%90%E5%BB%B3,https://ifoodie.tw/blog/68115cd821358a16623cbc62/link,找相似餐廳;中式料理;合菜;午餐;晚餐,0,中式,中山區
微醺花園小酒館,臺北市中正區重慶南路一段7號1樓,https://ifoodie.tw/restaurant/68122387927f806cc02bd757-%E5%BE%AE%E9%86%BA%E8%8A%B1%E5%9C%92%E5%B0%8F%E9%85%92%E9%A4%A8,https://ifoodie.tw/blog/6811cd57012d98970678246c/link,餐酒館;精緻高級;約會餐廳;酒吧,0,其他,中正區
ajussi-阿啾西拉麵圖書館士林旗艦店,臺北市士林區基河路165號,https://ifoodie.tw/restaurant/67a379417be9c333bb4d056c-ajussi-%E9%98%BF%E5%95%BE%E8%A5%BF%E6%8B%89%E9%BA%B5%E5%9C%96%E6%9B%B8%E9%A4%A8-%E5%A3%AB%E6%9E%97%E6%97%97%E8%89%A6,https://ifoodie.tw/blog/68121c77927f80283a8fee33/link,找相似餐廳;拉麵;宵夜;午餐;晚餐,0,日式,士林區
粟家牛肉麵,臺北市北投區永興路一段2號,https://ifoodie.tw/restaurant/559d7e5bc03a103ee86c8022-%E7%B2%9F%E5%AE%B6%E7%89%9B%E8%82%89%E9%BA%B5,https://ifoodie.tw/blog/6811cd57012d98970678246b/link,找相似餐廳;小吃;牛肉麵;午餐;晚餐,0,台式,北投區
三味香,臺北市中正區桃源街19號,https://ifoodie.tw/restaurant/559db4acc03a103ee86c9db8-%E4%B8%89%E5%91%B3%E9%A6%99,https://ifoodie.tw/blog/6810276b368e89c8549e5801/link,找相似餐廳;小吃;午餐;麵食,0,台式,中正區
莫爾頓牛排館Morton信義微風,臺北市信義區忠孝東路五段68號45F,https://ifoodie.tw/restaurant/56a8e7d12756dd3766b26931-%E8%8E%AB%E7%88%BE%E9%A0%93%E7%89%9B%E6%8E%92%E9%A4%A8-Morton-%E4%BF%A1%E7%BE%A9%E5%BE%AE%E9%A2%A8,https://ifoodie.tw/blog/6810cfb9c5bf4a451ec9a1ee/link,找相似餐廳;牛排;美式料理;精緻高級,0,美式,信義區
阿源煎餅,臺北市中山區四平街31號,https://ifoodie.tw/restaurant/559d83a8c03a103ee86c8271-%E9%98%BF%E6%BA%90%E7%85%8E%E9%A4%85,https://ifoodie.tw/blog/68100adc1137d19d4b7acb9b/link,找相似餐廳;小吃;甜點;午餐;下午茶,0,台式,中山區
Kanokwan老麵攤,臺北市中山區南京東路二段21巷24號,https://ifoodie.tw/restaurant/565629922756dd1d7a1b054f-Kanokwan-%E8%80%81%E9%BA%B5%E6%94%A4,https://ifoodie.tw/blog/68107bcb8d4cfdd8615de295/link,找相似餐廳;合菜;午餐;晚餐,0,其他,中山區
宜賓燃麵,臺北市萬華區西藏路18號,https://ifoodie.tw/restaurant/559d6643c03a103ee86c706c-%E5%AE%9C%E8%B3%93%E7%87%83%E9%BA%B5,https://ifoodie.tw/blog/68107b5218d0b69e620eeb82/link,找相似餐廳;中式料理;合菜;午餐;晚餐,0,中式,萬華區
蘭姥姥小吃,臺北市中山區伊通街66巷3號,https://ifoodie.tw/restaurant/55a5309cc03a10241de6500c-%E8%98%AD%E5%A7%A5%E5%A7%A5%E5%B0%8F%E5%90%83,https://ifoodie.tw/blog/68107bcb8d4cfdd8615de293/link,找相似餐廳;小吃;中式料理;合菜;午餐,0,中式,中山區
九華樓春大直店,臺北市中山區樂群三路303號3樓,https://ifoodie.tw/restaurant/559d8848c03a103ee86c8509-%E4%B9%9D%E8%8F%AF%E6%A8%93-%E6%98%A5%E5%A4%A7%E7%9B%B4%E5%BA%97,https://ifoodie.tw/blog/68107bcb8d4cfdd8615de29c/link,找相似餐廳;中式料理;港式料理;精緻高級,0,中式,中山區
蔡記隆府龍頭寺老灶火鍋,臺北市中山區新生北路二段58巷6號,https://ifoodie.tw/restaurant/5a774b4c2756dd7d59973e3c-%E8%94%A1%E8%A8%98%E9%9A%86%E5%BA%9C-%E9%BE%8D%E9%A0%AD%E5%AF%BA%E8%80%81%E7%81%B6%E7%81%AB%E9%8D%8B,https://ifoodie.tw/blog/68107bcb8d4cfdd8615de297/link,找相似餐廳;火鍋;晚餐,0,台式,中山區
甩鍋雞볶찜韓式炒雞吃到飽-西門店,臺北市萬華區西寧南路123號4樓,https://ifoodie.tw/restaurant/657017507be9c31f5a446a81-%E7%94%A9%E9%8D%8B%E9%9B%9E-%E9%9F%93%E5%BC%8F%E7%82%92%E9%9B%9E%E5%90%83%E5%88%B0%E9%A3%BD-%E8%A5%BF%E9%96%80%E5%BA%97,https://ifoodie.tw/blog/6810b1b77be9c3c1679de8af/link,找相似餐廳;義式料理;午餐;晚餐,0,義式,萬華區
華漾DIMSUM忠泰店,臺北市中山區樂群三路200號5樓,https://ifoodie.tw/restaurant/645de33ee94eda5e08aa0386-%E8%8F%AF%E6%BC%BEDIM-SUM-%E5%BF%A0%E6%B3%B0%E5%BA%97,https://ifoodie.tw/blog/681061bd7be9c3c1679dae54/link,找相似餐廳;中式料理;港式料理;合菜,0,中式,中山區
小班韓式烤腸,臺北市大安區忠孝東路四段216巷11弄6號1F,https://ifoodie.tw/restaurant/5d2745e12756dd3c76617716-%E5%B0%8F%E7%8F%AD%E9%9F%93%E5%BC%8F%E7%83%A4%E8%85%B8,https://ifoodie.tw/blog/6810eda7eb74c473c256cd83/link,找相似餐廳;燒肉;午餐;晚餐,0,其他,大安區
夯・魯肉飯（原五分埔魯肉飯),臺北市信義區松山路152號,https://ifoodie.tw/restaurant/5bace7932756dd3ce7373d0c-%E5%A4%AF-%E9%AD%AF%E8%82%89%E9%A3%AF-%E5%8E%9F%E4%BA%94%E5%88%86%E5%9F%94%E9%AD%AF%E8%82%89%E9%A3%AF-,https://ifoodie.tw/blog/68107b5218d0b69e620eeb81/link,找相似餐廳;小吃;午餐;晚餐,0,台式,信義區
丹丹蔥油餅通化夜市,臺北市大安區臨江街1號,https://ifoodie.tw/restaurant/6810d22d927f806cc13041a1-%E4%B8%B9%E4%B8%B9%E8%94%A5%E6%B2%B9%E9%A4%85%E9%80%9A%E5%8C%96%E5%A4%9C%E5%B8%82,https://ifoodie.tw/blog/6810d086c3bc4c4566af7c32/link,小吃;宵夜;晚餐,0,台式,大安區
